text,airline_sentiment
@AmericanAir @justynmoro I totally agree.  You get the automatic phone attendent that goes NO WHERE and hangs up.  Lousy service!,negative
@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.,negative
@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,negative
"@AmericanAir The Wichita Falls Airport is the worst, will never fly in or out again.  Unknowledgeable staff.",negative
"@united ^GJ funny, I did and the attendant recommended me tweeting you letting you know about my subpar customer service. #RunAround",negative
@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,negative
@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️,positive
@JetBlue : ur Wed BWI-BOSTON flights (8pm) really need to be better scheduled! They are almost always delayed!,negative
@JetBlue 2 aisles of empty #evermoreroom seats and we can't move bc we didn't pay?! #nonsense #Waste #JetBlue #jetbluebos #cheap,negative
@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,negative
@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice,negative
@JetBlue is so sloooooow today,negative
@AmericanAir wasn't able to get on hold. Your system kept kicking me to the main menu.,negative
"@united nice 2 see U have a sense of humor. #3hourdelay Just want 2 B home but I'll settle for that beer. Once safely in the air, of course",negative
"@AmericanAir hey ho its not me losing any money (only you) just next make sure you stick to the ""flyers right's booklet""",negative
"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??",negative
@USAirways no you not sorry. I am trying 2 add a day 2 my vacation but there is a $200 charge just 2 change flights,negative
@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍,positive
@AmericanAir how is US4623 going to be on time when they are still deplaning at 4:08? This is BS.,negative
@AmericanAir How clueless is AA. Been waiting to hear for 2.5 weeks about a refund from a Cancelled Flightled flight &amp; been on hold now for 1hr 49min,negative
@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,positive
@SouthwestAir Why doesn't mean TSA PreCheck show up on my mobile boarding pass? My KTN is linked to my account.,negative
"@united Thanks so much , my passport was recovered",positive
@SouthwestAir don't ever tweet me again,negative
"@USAirways yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens.",negative
@JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!,positive
@united Please consider letting flyers with no overhead bin items board/deplane first (after first class). Make sense?,negative
@united thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,positive
@SouthwestAir I was on hold for 30 minutes &amp; no one knows how to win these tickets that you're still handing out? #DestinationDragons,negative
@JetBlue your app needs updating. Says my flight is on time when we are well past boarding time with 2hr delay http://t.co/BTvpxTZJu0,negative
@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.,negative
@AmericanAir trying to get thru to agent since last night b/c AA changed our flight to 2 days from now. Infuriating! We need to get to SEA!,negative
"@AmericanAir no hold times, just disconnections.   There is no excuse for that",negative
@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage,negative
@USAirways KUDOS to your phone support and Charlotte gate staff!,positive
@USAirways now you have over 50 people in line. This is stupid!!! What the heck!,negative
@USAirways Your Baggage system has hung up on me twice because you have too many callers. I NEED TO FIND MY HUSBAND'S (@SweetingR) BAGS.,negative
"@SouthwestAir#4569 Cancelled Flightled, had to get refund. Cancelled Flightlations happen. But the 25+ min phone wait &amp; painful music unacceptable. Come on...",negative
@USAirways how do you lose a pilot????,negative
@USAirways Oh well. I'll get to Cancun eventually.,positive
@United Hidden City forces me into crappy seat even though exit row is available on the first leg. Your support cannot fix. :-(,negative
@united next flight? Don't think I'll be spending anymore money with you guys ever. It was that bad.,negative
@AmericanAir those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!,positive
@USAirways now on hold for 90 minutes,negative
@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?,negative
@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice,positive
@united i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help!,negative
"@americanair the best is your 800 message saying to use website and your website is saying you need to call.  If you don't answer, #hardtodo",negative
@JetBlue can't change it. True blue points and I can't get to a phone,negative
@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,positive
@AmericanAir what I am put off by is the fact that no gate supervisor has tried to come by and communicate with us.,negative
@AmericanAir yeah and what are they gunna? Nothing your whole organization is a joke,negative
@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days,negative
"@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home..",negative
@SouthwestAir I'll do that. Can't DM until you follow me. Thanks!,positive
@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,negative
"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",negative
@AmericanAir fix the engine of flight AA3031so I don't spend all night in your airport so I can fly home tomorrow,negative
@SouthwestAir great flight got us back on time!  Thanks,positive
@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.,negative
@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!,negative
@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!,positive
@USAirways on hold 2.5 hrs trying to reschedule our flight. Can anyone there please help us?,negative
